City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,tomatlan,19.9333,-105.25,-105.25,78,69,1.13,MX,1722819399
340,magadan,59.5667,150.8,150.8,71,2,1.82,RU,1722819400
341,coahuayana de hidalgo,18.7,-103.6583,-103.6583,83,100,1.49,MX,1722819402
342,tambacounda,13.7539,-13.7586,-13.7586,100,20,1.03,SN,1722819071
343,ola,59.5833,151.2833,151.2833,74,0,2.23,RU,1722819392
344,copala,16.65,-98.9833,-98.9833,84,98,1.66,MX,1722819406
345,freetown,8.484,-13.2299,-13.2299,83,75,3.6,SL,1722818975
346,el alto,-4.2714,-81.2147,-81.2147,84,40,7.73,PE,1722819408
347,kapa'a,22.0752,-159.319,-159.319,70,20,6.17,US,1722819115
348,okha,53.5739,142.9478,142.9478,61,100,7.8,RU,1722819113
349,senica,48.6792,17.367,17.367,90,77,1.19,SK,1722819412
350,shahrak,34.1074,64.3052,64.3052,31,0,1.95,AF,1722819413
351,hafar al-batin,28.4328,45.9708,45.9708,16,0,3.09,SA,1722819414
